V_(n),V_(n-1),I_(n),V_(n)',V_(n-1)',I_(n)'
-5244219.990352,-5250444.580666,33544.380757,-58.447890,-58.389820,-0.047970
-5244497.468480,-5250722.453125,33546.156353,-58.444470,-58.447890,-0.047140
-5244610.328496,-5250835.505887,33546.879693,-58.372050,-58.444470,-0.047410
-5244525.937370,-5250750.961070,33546.340202,-58.362240,-58.372050,-0.046210
-5244768.772727,-5250994.071314,33547.894431,-58.360990,-58.362240,-0.045040
-5246296.577639,-5252523.651275,33557.667881,-58.399980,-58.360990,-0.044450
-5248119.763969,-5254348.998224,33569.330688,-58.443670,-58.399980,-0.043790
-5250035.334971,-5256266.865347,33581.585313,-58.462700,-58.443670,-0.043400
-5251429.946279,-5257663.136571,33590.508219,-58.477850,-58.462700,-0.041350
-5252311.838027,-5258546.079256,33596.152751,-58.488830,-58.477850,-0.037430
-5252804.853602,-5259039.683969,33599.311071,-58.496140,-58.488830,-0.032900
-5252490.655854,-5258725.112923,33597.306518,-58.502760,-58.496140,-0.027560
-5251439.512477,-5257672.716378,33590.588351,-58.515560,-58.502760,-0.021120
-5249949.750426,-5256181.204547,33581.064893,-58.511250,-58.515560,-0.014750
-5247769.573521,-5253998.472131,33567.125607,-58.472940,-58.511250,-0.009720
-5244956.445562,-5251182.003347,33549.137107,-58.435250,-58.472940,-0.004940
-5241173.490547,-5247394.545617,33524.945533,-58.413730,-58.435250,0.000538
-5237477.965234,-5243694.645201,33501.313482,-58.376140,-58.413730,0.008210
-5234415.836344,-5240628.880465,33481.733749,-58.345950,-58.376140,0.015820
-5231259.827257,-5237469.158122,33461.553521,-58.277970,-58.345950,0.022540
-5228457.248173,-5234663.216567,33443.633242,-58.244970,-58.277970,0.028100
-5225015.114167,-5231216.964509,33421.621616,-58.251180,-58.244970,0.034050
-5221520.675768,-5227718.404363,33399.275732,-58.222930,-58.251180,0.040770
-5217338.783076,-5223531.542648,33372.532948,-58.208080,-58.222930,0.047150
-5211937.158474,-5218123.558429,33337.988402,-58.135170,-58.208080,0.053830
-5206816.659324,-5212996.982257,33305.242359,-58.063640,-58.135170,0.060290
-5200751.903747,-5206925.036561,33266.456612,-57.986580,-58.063640,0.067470
-5194882.922520,-5201049.078216,33228.923239,-57.911000,-57.986580,0.074860
-5188764.756915,-5194923.597145,33189.795897,-57.902630,-57.911000,0.082460
-5182328.036649,-5188479.294109,33148.631194,-57.825600,-57.902630,0.090950
-5175820.392093,-5181963.914320,33107.012826,-57.765280,-57.825600,0.098010
-5168416.515994,-5174551.275961,33059.661433,-57.678080,-57.765280,0.104900
-5161299.690577,-5167426.013574,33014.146015,-57.578860,-57.678080,0.112030
-5154771.919783,-5160890.476637,32972.398641,-57.498970,-57.578860,0.118850
-5148822.878732,-5154934.364852,32934.353009,-57.429840,-57.498970,0.126010
-5142286.383894,-5148390.096931,32892.549832,-57.371650,-57.429840,0.133360
-5135377.642889,-5141473.119037,32848.365230,-57.351530,-57.371650,0.141110
-5127320.418997,-5133406.366880,32796.834866,-57.302610,-57.351530,0.148630
-5119028.376772,-5125104.558702,32743.802973,-57.164520,-57.302610,0.155590
-5110471.364532,-5116537.369312,32689.075766,-57.059750,-57.164520,0.162490
-5101367.674899,-5107422.904412,32630.852345,-56.914880,-57.059750,0.170390
-5093221.622367,-5099267.113840,32578.753899,-56.841410,-56.914880,0.179020
-5084965.196428,-5091000.859119,32525.949774,-56.802810,-56.841410,0.186610
-5077392.144626,-5083418.856749,32477.516718,-56.717590,-56.802810,0.193780
-5069375.990078,-5075393.182826,32426.249300,-56.643590,-56.717590,0.201130
-5060681.267410,-5066688.171671,32370.641765,-56.532810,-56.643590,0.209470
-5052023.625556,-5058020.246294,32315.271907,-56.432590,-56.532810,0.217590
-5042679.343842,-5048664.873661,32255.510146,-56.330150,-56.432590,0.225740
-5032791.353518,-5038765.128206,32192.270434,-56.246240,-56.330150,0.233980
-5022139.011263,-5028100.140959,32124.142021,-56.165430,-56.246240,0.243170
-5010875.698781,-5016823.496199,32052.105539,-56.046980,-56.165430,0.253860
-4998337.006042,-5004269.949260,31971.911924,-55.899120,-56.046980,0.262700
-4985226.125489,-4991143.507972,31888.057273,-55.748850,-55.899120,0.270870
-4972136.433552,-4978038.278530,31804.338168,-55.604040,-55.748850,0.278330
-4959759.807324,-4965646.977084,31725.180454,-55.437260,-55.604040,0.287220
-4947922.182634,-4953795.260878,31649.470231,-55.317000,-55.437260,0.297510
-4936614.929823,-4942474.580506,31577.153266,-55.199340,-55.317000,0.306490
-4925962.649265,-4931809.641897,31509.024876,-55.099400,-55.199340,0.315140
-4915056.804639,-4920890.864184,31439.274695,-54.984510,-55.099400,0.323080
-4903205.136984,-4909025.124683,31363.474302,-54.876590,-54.984510,0.331430
-4889726.786615,-4895530.790276,31277.269054,-54.752190,-54.876590,0.340390
-4876271.571516,-4882059.618544,31191.212156,-54.615280,-54.752190,0.349500
-4862060.836394,-4867832.063659,31100.322832,-54.434510,-54.615280,0.358650
-4847627.933918,-4853382.045375,31008.012713,-54.225760,-54.434510,0.366940
-4832444.971019,-4838180.980556,30910.903915,-54.113010,-54.225760,0.375270
-4817077.998942,-4822795.802729,30812.619188,-53.954380,-54.113010,0.384080
-4802311.282017,-4808011.545100,30718.173866,-53.816890,-53.954380,0.394600
-4787607.145760,-4793290.000822,30624.129918,-53.630050,-53.816890,0.405640
-4773782.353673,-4779448.806042,30535.710449,-53.438350,-53.630050,0.416200
-4760289.462187,-4765939.873570,30449.413376,-53.269030,-53.438350,0.425070
-4746826.417327,-4752460.791441,30363.306313,-53.160910,-53.269030,0.433300
-4732620.162066,-4738237.663716,30272.445188,-53.060540,-53.160910,0.442350
-4717707.487456,-4723307.306547,30177.066076,-52.944190,-53.060540,0.451560
-4701225.504837,-4706805.829958,30071.649874,-52.759140,-52.944190,0.461320
-4684047.765118,-4689607.751012,29961.783390,-52.518610,-52.759140,0.472130
-4666484.106564,-4672023.226621,29849.448832,-52.303330,-52.518610,0.482660
-4648767.753450,-4654285.835489,29736.136934,-52.091870,-52.303330,0.493410
-4631652.085299,-4637149.791443,29626.667069,-51.943120,-52.091870,0.502110
-4614467.591065,-4619944.895794,29516.756408,-51.802590,-51.943120,0.511300
-4597699.436576,-4603156.887630,29409.509406,-51.606340,-51.802590,0.521800
-4581061.022420,-4586498.732812,29303.092764,-51.406740,-51.606340,0.532340
-4563270.340574,-4568686.953068,29189.305608,-51.185570,-51.406740,0.542230
-4545187.301028,-4550582.408608,29073.647803,-51.001760,-51.185570,0.551410
-4526885.355638,-4532258.705217,28956.589125,-50.862990,-51.001760,0.561370
-4508577.079066,-4513928.768043,28839.490877,-50.644810,-50.862990,0.571270
-4490423.633618,-4495753.775505,28723.382724,-50.428580,-50.644810,0.580530
-4471200.879014,-4476508.206568,28600.434714,-50.213190,-50.428580,0.589360
-4452299.658384,-4457584.549574,28479.543438,-49.992350,-50.213190,0.598730
-4434268.224148,-4439531.673543,28364.215683,-49.819290,-49.992350,0.609070
-4416380.507430,-4421622.757881,28249.808002,-49.609110,-49.819290,0.619550
-4399064.172089,-4404285.851795,28139.054665,-49.412440,-49.609110,0.629530
-4380932.825897,-4386132.954752,28023.087884,-49.254500,-49.412440,0.639120
-4363028.509837,-4368207.424296,27908.573025,-49.049490,-49.254500,0.648980
-4344738.397756,-4349895.590824,27791.590700,-48.865560,-49.049490,0.657830
-4325512.779755,-4330647.187175,27668.623863,-48.638800,-48.865560,0.667590
-4306235.953120,-4311347.456446,27545.329909,-48.441630,-48.638800,0.676570
-4286758.345329,-4291846.750944,27420.751280,-48.220930,-48.441630,0.686070
-4268008.339701,-4273074.491369,27300.827272,-47.997900,-48.220930,0.694730
-4248745.578807,-4253788.851928,27177.622911,-47.791810,-47.997900,0.704320
-4229496.477449,-4234516.890929,27054.506131,-47.592910,-47.791810,0.714010
-4209844.911378,-4214841.985333,26928.814894,-47.415950,-47.592910,0.723510
-4189929.616347,-4194903.098474,26801.436813,-47.183680,-47.415950,0.732850
-4169269.134820,-4174218.088658,26669.291990,-46.963910,-47.183680,0.741430
-4147530.284902,-4152453.458882,26530.249293,-46.714310,-46.963910,0.750300
-4125623.026399,-4130520.177758,26390.129338,-46.489940,-46.714310,0.759430
-4103449.651545,-4108320.505404,26248.307361,-46.241670,-46.489940,0.768800
-4081123.133608,-4085967.488842,26105.505677,-45.991910,-46.241670,0.777880
-4057780.454761,-4062597.095989,25956.203707,-45.748930,-45.991910,0.786970
-4033659.469156,-4038447.476195,25801.922755,-45.510630,-45.748930,0.795350
-4009362.555885,-4014121.746241,25646.516710,-45.249790,-45.510630,0.802430
-3985769.606483,-3990500.825086,25495.613056,-44.957070,-45.249790,0.809950
-3962855.840824,-3967559.869885,25349.054701,-44.655370,-44.957070,0.817230
-3940066.837361,-3944743.774261,25203.293864,-44.395300,-44.655370,0.826240
-3917632.521461,-3922282.768536,25059.802077,-44.197490,-44.395300,0.835100
-3895145.091706,-3899768.644438,24915.970323,-44.006600,-44.197490,0.843990
-3872599.476288,-3877196.323969,24771.766236,-43.753610,-44.006600,0.852770
-3849387.391888,-3853956.709262,24623.298694,-43.485330,-43.753610,0.860460
-3824986.481712,-3829526.869125,24467.226278,-43.178670,-43.485330,0.866830
-3800648.163193,-3805159.623038,24311.553558,-42.912400,-43.178670,0.871890
-3775972.740895,-3780454.893769,24153.724218,-42.669430,-42.912400,0.877800
-3751645.677654,-3756098.976272,23998.124073,-42.397940,-42.669430,0.884930
-3727274.142195,-3731698.497529,23842.239518,-42.149420,-42.397940,0.892870
-3702595.749228,-3706990.850250,23684.392731,-41.857960,-42.149420,0.900190
-3678013.086205,-3682379.000324,23527.157641,-41.576360,-41.857960,0.907580
-3653610.976890,-3657947.914681,23371.076639,-41.306970,-41.576360,0.914230
-3629962.799051,-3634271.663892,23219.818301,-41.042610,-41.306970,0.919130
-3607520.091197,-3611802.315754,23076.269345,-40.777010,-41.042610,0.924900
-3584950.587469,-3589206.001710,22931.910075,-40.537400,-40.777010,0.929280
-3562732.501874,-3566961.536639,22789.797874,-40.297640,-40.537400,0.934910
-3540323.557573,-3544525.970806,22646.464873,-40.092920,-40.297640,0.940130
-3517069.641562,-3521244.511731,22497.727527,-39.817430,-40.092920,0.945530
-3493022.412914,-3497168.715086,22343.914478,-39.575360,-39.817430,0.951530
-3467976.375049,-3472092.983420,22183.713275,-39.295430,-39.575360,0.954450
-3444177.272366,-3448265.648555,22031.487048,-38.999380,-39.295430,0.957070
-3421096.337623,-3425157.318028,21883.854467,-38.705020,-38.999380,0.960930
-3397920.951760,-3401954.395476,21735.617950,-38.434730,-38.705020,0.965670
-3374358.984675,-3378364.387816,21584.907750,-38.240570,-38.434730,0.970460
-3351202.967849,-3355180.891564,21436.793795,-38.044580,-38.240570,0.972940
-3328571.104004,-3332522.252508,21292.032415,-37.758250,-38.044580,0.973950
-3305878.326414,-3309802.571715,21146.880545,-37.435680,-37.758250,0.975520
-3282767.727157,-3286664.492875,20999.056325,-37.166290,-37.435680,0.976320
-3260643.796848,-3264514.266317,20857.542994,-36.929780,-37.166290,0.977670
-3239861.835705,-3243707.605901,20724.614074,-36.729750,-36.929780,0.979610
-3218718.518879,-3222539.211293,20589.373836,-36.508120,-36.729750,0.982820
-3196888.801485,-3200683.581076,20449.743343,-36.287200,-36.508120,0.985750
-3174264.339366,-3178032.280652,20305.028336,-36.056010,-36.287200,0.988570
-3151997.046544,-3155738.615555,20162.598065,-35.760760,-36.056010,0.989190
-3130132.956402,-3133848.564123,20022.745180,-35.478730,-35.760760,0.988880
-3108160.933866,-3111850.433104,19882.201286,-35.222160,-35.478730,0.987610
-3087430.895752,-3091095.733970,19749.600766,-35.023220,-35.222160,0.986340
-3067208.334721,-3070849.172145,19620.246576,-34.825470,-35.023220,0.984600
-3047629.071230,-3051246.702383,19495.007496,-34.586070,-34.825470,0.982800
-3027775.131237,-3031369.179200,19368.011340,-34.372870,-34.586070,0.981540
-3007500.057082,-3011070.066216,19238.321848,-34.125490,-34.372870,0.981020
-2987538.198537,-2991084.483799,19110.635530,-33.912400,-34.125490,0.980930
-2966817.758090,-2970339.453463,18978.096505,-33.695140,-33.912400,0.980220
-2945895.511480,-2949392.379138,18844.266142,-33.468170,-33.695140,0.977450
-2924401.136573,-2927872.489177,18706.775016,-33.249120,-33.468170,0.974000
-2902053.662804,-2905498.532359,18563.827352,-32.983260,-33.249120,0.970110
-2879479.321322,-2882897.391809,18419.428194,-32.721750,-32.983260,0.966790
-2856604.836883,-2859995.751970,18273.109486,-32.468690,-32.721750,0.964200
-2834307.396644,-2837671.861390,18130.481942,-32.194910,-32.468690,0.962130
-2813025.101491,-2816364.277991,17994.347204,-31.951700,-32.194910,0.958720
-2791945.098990,-2795259.250615,17859.505963,-31.712450,-31.951700,0.954130
-2771772.238026,-2775062.429468,17730.465914,-31.484720,-31.712450,0.949780
-2751500.894295,-2754767.000618,17600.795961,-31.289200,-31.484720,0.944380
-2730814.181008,-2734055.769277,17468.468517,-31.048770,-31.289200,0.939180
-2710656.330108,-2713873.973806,17339.523707,-30.831750,-31.048770,0.932380
-2687827.997171,-2691018.579831,17193.497258,-30.582630,-30.831750,0.925760
-2649014.176640,-2652158.699673,16945.218912,-30.314150,-30.582630,0.920200
-2573206.605041,-2576261.065293,16460.308910,-30.121380,-30.314150,0.913990
-2437206.504186,-2440099.739233,15590.376295,-29.748240,-30.121380,0.908810
-2212633.660246,-2215261.266992,14153.892999,-28.440510,-29.748240,0.902430
-1851122.764084,-1853322.642605,11841.490090,-25.759340,-28.440510,0.896410
-1312799.831827,-1314362.291979,8398.113436,-21.494490,-25.759340,0.890650
-599083.375166,-599800.653963,3832.839901,-15.319810,-21.494490,0.885150
240340.437765,240616.370138,-1536.502346,-5.992910,-15.319810,0.881430
1120712.477347,1122030.545384,-7167.753213,6.176260,-5.992910,0.877810
1960421.540248,1962735.468530,-12538.898945,19.189300,6.176260,0.872130
2668046.087351,2671201.911738,-17065.179264,30.269280,19.189300,0.862170
3168131.939272,3171885.322332,-20263.960822,37.282430,30.269280,0.848610
3423842.730765,3427903.173498,-21899.612878,40.760510,37.282430,0.835810
3449762.176928,3453856.328488,-22065.415865,41.288610,40.760510,0.822660
3298808.631328,3302725.824775,-21099.859927,39.612350,41.288610,0.811490
3020741.456965,3024330.212060,-19321.227711,36.317960,39.612350,0.800020
2659008.346361,2662168.718604,-17007.429896,32.053310,36.317960,0.788800
2246311.359125,2248982.413825,-14367.643932,27.256440,32.053310,0.778480
1806878.109428,1809027.793330,-11556.839544,22.245660,27.256440,0.766540
1356294.041448,1357908.956154,-8674.709142,17.185800,22.245660,0.754350
905511.535165,906591.414170,-5791.309587,12.105370,17.185800,0.743700
463012.912995,463567.568364,-2960.897240,7.023340,12.105370,0.734090
36309.730850,36357.837743,-231.520331,2.012800,7.023340,0.725360
-366717.441623,-367147.910170,2346.413880,-2.797690,2.012800,0.715630
-739274.426892,-740147.452321,4729.446017,-7.257820,-2.797690,0.705040
-1076061.892432,-1077335.124029,6883.680303,-11.263810,-7.257820,0.693870
-1374785.520930,-1376413.823982,8794.440482,-14.765750,-11.263810,0.683410
-1635172.224567,-1637110.052781,10459.980971,-17.811610,-14.765750,0.671240
-1858882.362594,-1861086.142806,11890.920745,-20.435970,-17.811610,0.659960
-2049394.399403,-2051824.668113,13109.510401,-22.703590,-20.435970,0.648520
-2210419.242132,-2213041.005493,14139.487241,-24.606460,-22.703590,0.637070
-2345304.437923,-2348086.648026,15002.262807,-26.163870,-24.606460,0.626980
-2456873.002977,-2459787.910346,15715.895140,-27.449380,-26.163870,0.615510
-2548238.063455,-2551261.626731,16300.295770,-28.528210,-27.449380,0.604120
-2623151.924416,-2626264.605785,16779.466963,-29.406160,-28.528210,0.592600
-2684954.736838,-2688140.944365,17174.774000,-30.117900,-29.406160,0.580280
-2735316.144887,-2738562.286708,17496.896688,-30.670550,-30.117900,0.567940
-2776388.636573,-2779683.620919,17759.603182,-31.129300,-30.670550,0.555870
-2810139.452255,-2813474.551136,17975.476926,-31.539690,-31.129300,0.544140
-2838310.086575,-2841678.714728,18155.657733,-31.855130,-31.539690,0.533380
-2863065.129230,-2866463.196640,18313.990679,-32.113470,-31.855130,0.522820
-2884405.623144,-2887829.061995,18450.482758,-32.335920,-32.113470,0.510550
-2904074.693646,-2907521.511631,18576.282706,-32.515790,-32.335920,0.497460
-2922053.048960,-2925521.168545,18691.267588,-32.745220,-32.515790,0.483910
-2937557.879302,-2941044.438766,18790.430560,-32.928790,-32.745220,0.472190
-2951252.916457,-2954755.717940,18878.017281,-33.130220,-32.928790,0.460270
-2961820.666840,-2965336.071325,18945.600912,-33.275300,-33.130220,0.446930
-2970699.973478,-2974225.997461,19002.384326,-33.331480,-33.275300,0.432930
-2977836.276386,-2981370.776009,19048.019060,-33.391430,-33.331480,0.419290
-2983697.687850,-2987239.174664,19085.499305,-33.414310,-33.391430,0.408670
-2989989.199708,-2993538.109647,19125.731370,-33.484340,-33.414310,0.398320
-2995693.234958,-2999248.903370,19162.205273,-33.570710,-33.484340,0.387070
-3001600.330201,-3005163.028649,19199.977720,-33.629510,-33.570710,0.374090
-3007032.061393,-3010601.189769,19234.708664,-33.716260,-33.629510,0.360890
-3012135.569224,-3015710.813440,19267.340638,-33.736020,-33.716260,0.348110
-3018090.213256,-3021672.513587,19305.417211,-33.771870,-33.736020,0.335770
-3023691.350027,-3027280.296636,19341.232654,-33.809760,-33.771870,0.324330
-3030165.388833,-3033761.988487,19382.631754,-33.873580,-33.809760,0.312080
-3036543.920434,-3040148.048148,19423.419496,-33.990670,-33.873580,0.300100
-3042570.605804,-3046181.930674,19461.956834,-34.053670,-33.990670,0.288380
-3048118.345203,-3051736.246623,19497.430857,-34.131960,-34.053670,0.275720
-3052745.430529,-3056368.869612,19527.015740,-34.162150,-34.131960,0.264240
-3058029.060528,-3061658.786618,19560.800673,-34.175460,-34.162150,0.252210
-3063583.869611,-3067220.171884,19596.319970,-34.208780,-34.175460,0.240190
-3070117.774212,-3073761.806681,19638.101593,-34.263090,-34.208780,0.228420
-3078116.768780,-3081770.248089,19689.254731,-34.369890,-34.263090,0.215550
-3086644.012211,-3090307.621917,19743.786778,-34.466320,-34.369890,0.203120
-3095422.669450,-3099096.697119,19799.927438,-34.561090,-34.466320,0.191010
-3103350.182106,-3107033.607686,19850.624221,-34.673740,-34.561090,0.179740
-3110549.262599,-3114241.270747,19896.662162,-34.742920,-34.673740,0.169750
-3117992.968881,-3121693.812027,19944.265195,-34.815560,-34.742920,0.159950
-3124588.086233,-3128296.780433,19986.440010,-34.867010,-34.815560,0.149990
-3131422.495776,-3135139.297718,20030.145205,-34.914140,-34.867010,0.138290
-3138790.917493,-3142516.413901,20077.265157,-35.025520,-34.914140,0.125840
-3147302.547512,-3151038.193940,20131.698473,-35.080260,-35.025520,0.113700
-3156751.775580,-3160498.610694,20192.129103,-35.165880,-35.080260,0.102950
-3166770.149790,-3170528.851936,20256.201024,-35.273540,-35.165880,0.093070
-3177967.784136,-3181739.760962,20327.816098,-35.402640,-35.273540,0.083910
-3189955.003186,-3193741.220026,20404.481938,-35.512810,-35.402640,0.074000
-3202252.869321,-3206053.649169,20483.134048,-35.663330,-35.512810,0.063210
-3213693.020863,-3217507.393723,20556.299673,-35.796280,-35.663330,0.051760
-3225499.577027,-3229327.957512,20631.808898,-35.934360,-35.796280,0.040190
-3236753.822489,-3240595.578482,20703.785724,-36.062570,-35.934360,0.029820
-3248228.527952,-3252083.947992,20777.173575,-36.134570,-36.062570,0.020510
-3259849.238251,-3263718.399912,20851.495240,-36.269440,-36.134570,0.010900
-3271937.344128,-3275820.866989,20928.806931,-36.383720,-36.269440,0.001010
-3285609.644416,-3289509.365582,21016.251758,-36.532280,-36.383720,-0.008840
-3299815.885982,-3303732.467876,21107.112605,-36.680940,-36.532280,-0.018560
-3314694.053376,-3318628.282547,21202.272409,-36.840950,-36.680940,-0.027380
-3329156.496434,-3333107.874430,21294.774088,-37.020270,-36.840950,-0.034490
-3342444.145165,-3346411.299597,21379.763108,-37.193160,-37.020270,-0.040150
-3354937.562171,-3358919.555194,21459.672960,-37.357150,-37.193160,-0.042840
-3366494.664302,-3370490.417241,21533.595526,-37.481940,-37.357150,-0.043970
-3376895.589391,-3380903.731806,21600.123341,-37.556820,-37.481940,-0.045270
-3386022.229995,-3390041.173870,21658.500262,-37.665920,-37.556820,-0.047500
-3394193.166198,-3398221.799076,21710.763454,-37.786190,-37.665920,-0.049030
-3402614.149166,-3406652.798766,21764.627215,-37.882600,-37.786190,-0.050470
-3411805.759233,-3415855.336337,21823.420034,-37.964170,-37.882600,-0.049770
-3421269.016629,-3425329.846902,21883.951306,-38.023350,-37.964170,-0.050070
-3431338.139630,-3435410.883873,21948.357054,-38.116850,-38.023350,-0.051300
-3441731.675023,-3445816.697225,22014.836910,-38.275980,-38.116850,-0.052910
-3452476.559075,-3456574.350025,22083.564420,-38.414870,-38.275980,-0.055160
-3462641.840414,-3466751.703203,22148.584343,-38.550590,-38.414870,-0.057140
-3472122.321511,-3476243.467709,22209.224402,-38.652890,-38.550590,-0.058530
-3481496.153064,-3485628.449202,22269.182884,-38.736160,-38.652890,-0.059310
-3490956.015562,-3495099.561545,22329.691907,-38.791290,-38.736160,-0.059840
-3500793.760533,-3504948.930089,22392.617873,-38.904710,-38.791290,-0.061180
-3510173.625777,-3514339.908159,22452.614622,-39.037800,-38.904710,-0.061940
-3519554.186834,-3523731.592997,22512.615898,-39.179240,-39.037800,-0.062430
-3528278.375177,-3532466.155709,22568.418851,-39.307410,-39.179240,-0.063070
-3536888.092570,-3541086.162051,22623.489993,-39.359250,-39.307410,-0.064160
-3545491.992721,-3549700.274897,22678.523661,-39.414790,-39.359250,-0.065460
-3554036.439516,-3558254.846018,22733.176813,-39.484610,-39.414790,-0.066390
-3562851.223170,-3567080.039933,22789.559260,-39.609600,-39.484610,-0.067330
-3571865.246894,-3576104.746096,22847.215917,-39.750300,-39.609600,-0.068400
-3581232.562311,-3585483.199643,22907.133097,-39.873800,-39.750300,-0.069870
-3590044.814962,-3594305.960422,22963.499778,-39.946480,-39.873800,-0.068880
-3598036.135744,-3602306.769500,23014.615722,-40.014720,-39.946480,-0.068190
-3604892.930365,-3609171.680602,23058.474382,-40.108650,-40.014720,-0.069350
-3611753.587858,-3616040.485359,23102.356657,-40.195270,-40.108650,-0.071120
-3618929.994580,-3623225.415663,23148.258903,-40.280930,-40.195270,-0.073690
-3626189.155376,-3630493.225058,23194.690488,-40.329620,-40.280930,-0.074430
-3633844.606063,-3638157.742231,23243.657533,-40.400170,-40.329620,-0.074930
-3641670.052967,-3645992.459206,23293.712047,-40.490150,-40.400170,-0.075970
-3650343.772320,-3654676.462562,23349.192411,-40.589170,-40.490150,-0.076840
-3659653.550550,-3663997.278215,23408.741079,-40.704250,-40.589170,-0.076930
-3669130.011491,-3673485.002662,23469.356357,-40.801390,-40.704250,-0.077280
-3678645.654788,-3683011.932916,23530.221718,-40.906420,-40.801390,-0.078190
-3687484.858914,-3691861.623467,23586.760138,-41.018290,-40.906420,-0.080160
-3695706.043515,-3700092.573968,23639.345184,-41.120040,-41.018290,-0.081730
-3703819.751271,-3708215.915358,23691.243156,-41.220950,-41.120040,-0.082720
-3711597.105247,-3716002.531957,23740.990398,-41.291230,-41.220950,-0.083230
-3718698.368378,-3723112.233738,23786.413347,-41.347170,-41.291230,-0.083270
-3725881.902541,-3730304.254627,23832.362208,-41.446270,-41.347170,-0.082910
-3733652.387447,-3738083.974455,23882.065714,-41.536810,-41.446270,-0.082440
-3743006.496429,-3747449.212075,23941.898692,-41.593940,-41.536810,-0.082360
-3752614.845827,-3757068.925999,24003.357281,-41.699200,-41.593940,-0.083930
-3761875.391524,-3766340.452063,24062.590602,-41.807930,-41.699200,-0.086210
-3770627.333824,-3775102.737250,24118.570105,-41.968960,-41.807930,-0.087520
-3778443.182117,-3782927.904121,24168.562626,-42.085230,-41.968960,-0.087510
-3785447.988005,-3789941.076508,24213.367983,-42.151320,-42.085230,-0.088150
-3791458.905354,-3795959.167903,24251.816174,-42.173980,-42.151320,-0.090090
-3797927.614778,-3802435.538057,24293.192222,-42.217580,-42.173980,-0.091590
-3805145.864831,-3809662.342615,24339.363317,-42.273580,-42.217580,-0.091700
-3813684.852066,-3818211.422681,24393.982571,-42.369200,-42.273580,-0.090520
-3822997.588708,-3827535.168426,24453.551092,-42.515470,-42.369200,-0.089800
-3832852.095065,-3837401.396299,24516.584794,-42.632590,-42.515470,-0.089760
-3842730.209116,-3847291.243288,24579.768926,-42.743340,-42.632590,-0.090770
-3851401.370506,-3855972.712419,24635.232711,-42.838240,-42.743340,-0.092810
-3859021.779001,-3863602.168237,24683.975126,-42.929280,-42.838240,-0.094560
-3866331.042572,-3870920.104121,24730.727643,-43.026060,-42.929280,-0.095050
-3873729.962187,-3878327.836941,24778.054488,-43.092640,-43.026060,-0.093910
-3881054.979163,-3885661.564197,24824.908731,-43.139170,-43.092640,-0.093490
-3887830.138677,-3892444.725283,24868.245545,-43.228750,-43.139170,-0.095340
-3894367.750306,-3898990.084126,24910.061745,-43.331270,-43.228750,-0.096040
-3901388.862213,-3906019.546134,24954.971512,-43.416960,-43.331270,-0.096500
-3908266.525593,-3912905.398673,24998.963736,-43.477980,-43.416960,-0.096450
-3914598.341208,-3919244.739333,25039.464685,-43.526150,-43.477980,-0.096980
-3921526.965729,-3926181.558172,25083.782416,-43.606410,-43.526150,-0.097740
-3928986.937839,-3933650.388884,25131.499213,-43.685600,-43.606410,-0.098950
-3937552.229963,-3942225.852052,25186.286236,-43.752220,-43.685600,-0.099880
-3946382.759162,-3951066.814569,25242.769752,-43.876650,-43.752220,-0.100780
-3955135.787435,-3959830.251298,25298.758202,-43.974210,-43.876650,-0.100650
-3964255.589972,-3968960.857504,25357.092396,-44.097340,-43.974210,-0.098930
-3972124.239584,-3976838.872182,25407.424114,-44.195390,-44.097340,-0.098440
-3979353.380444,-3984076.612299,25453.664571,-44.269580,-44.195390,-0.099470
-3986368.302061,-3991099.851453,25498.534139,-44.359810,-44.269580,-0.101220
-3993073.231457,-3997812.784984,25541.421375,-44.400740,-44.359810,-0.103070
-3999538.416790,-4004285.627132,25582.775320,-44.455050,-44.400740,-0.103570
-4005757.101399,-4010511.644897,25622.552534,-44.564160,-44.455050,-0.102060
-4012567.875006,-4017330.531752,25666.118048,-44.641710,-44.564160,-0.100960
-4020690.797263,-4025463.111770,25718.076425,-44.700890,-44.641710,-0.100800
-4028612.350722,-4033394.057798,25768.745836,-44.774440,-44.700890,-0.101770
-4036631.680822,-4041422.891049,25820.040781,-44.855540,-44.774440,-0.103190
-4044865.838698,-4049666.771364,25872.708596,-44.997650,-44.855540,-0.102800
-4052820.913429,-4057631.331228,25923.592971,-45.090450,-44.997650,-0.103850
-4060846.814817,-4065666.767752,25974.929472,-45.176080,-45.090450,-0.104060
-4068031.377306,-4072859.874065,26020.884820,-45.247030,-45.176080,-0.105010
-4075367.676211,-4080204.890587,26067.810951,-45.304780,-45.247030,-0.105860
-4082196.871523,-4087042.168786,26111.493006,-45.389670,-45.304780,-0.105480
-4088889.087631,-4093742.322210,26154.299521,-45.475550,-45.389670,-0.106030
-4095412.854028,-4100273.821259,26196.028249,-45.579450,-45.475550,-0.106050
-4101708.830504,-4106577.315586,26236.300151,-45.631170,-45.579450,-0.105330
-4108100.488559,-4112976.554575,26277.184255,-45.693690,-45.631170,-0.105690
-4114508.743223,-4119392.428566,26318.174078,-45.740230,-45.693690,-0.105880
-4122144.357482,-4127037.084346,26367.014501,-45.808920,-45.740230,-0.106510
-4130249.173330,-4135151.498371,26418.855974,-45.901550,-45.808920,-0.107620
