V_(n),V_(n-1),I_(n),V_(n)',V_(n-1)',I_(n)'
-4138669.140843,-4143581.444505,26472.713295,-46.005350,-45.901550,-0.108330
-4146193.144561,-4151114.354459,26520.839423,-46.139130,-46.005350,-0.108540
-4152931.667146,-4157860.910237,26563.942006,-46.232710,-46.139130,-0.108990
-4159323.433967,-4164260.294680,26604.826595,-46.301360,-46.232710,-0.108490
-4165590.927587,-4170535.280999,26644.916824,-46.310290,-46.301360,-0.108250
-4171795.370402,-4176747.059588,26684.603651,-46.351260,-46.310290,-0.108740
-4177850.023687,-4182808.856620,26723.331433,-46.432130,-46.351260,-0.108450
-4184469.748564,-4189436.399411,26765.673989,-46.556910,-46.432130,-0.108920
-4191087.254970,-4196061.792987,26808.002330,-46.647410,-46.556910,-0.108710
-4198022.538794,-4203005.340384,26852.363545,-46.704340,-46.647410,-0.108760
-4204677.075848,-4209667.788988,26894.929114,-46.752090,-46.704340,-0.109280
-4211540.396509,-4216539.257249,26938.829789,-46.792710,-46.752090,-0.109080
-4218777.418938,-4223784.814287,26985.120598,-46.894210,-46.792710,-0.109620
-4225901.765935,-4230917.610931,27030.690682,-47.000240,-46.894210,-0.110510
-4232683.161119,-4237707.057580,27074.066782,-47.104000,-47.000240,-0.110810
-4238502.485312,-4243533.311492,27111.289403,-47.186150,-47.104000,-0.111220
-4243530.220067,-4248567.055345,27143.448896,-47.226840,-47.186150,-0.111130
-4248375.639752,-4253418.247593,27174.442091,-47.244070,-47.226840,-0.111220
-4253479.796614,-4258528.445720,27207.090502,-47.281070,-47.244070,-0.112690
-4259514.277640,-4264570.070537,27245.689055,-47.334680,-47.281070,-0.113400
-4266636.552756,-4271700.764310,27291.246253,-47.425400,-47.334680,-0.113980
-4274769.269670,-4279843.123114,27343.266966,-47.526460,-47.425400,-0.113390
-4284106.269706,-4289191.206177,27402.991256,-47.628120,-47.526460,-0.112650
-4293360.362793,-4298456.292628,27462.185419,-47.720060,-47.628120,-0.111780
-4301598.789775,-4306704.481808,27514.881922,-47.825530,-47.720060,-0.110200
-4308618.228650,-4313732.229003,27559.780982,-47.958840,-47.825530,-0.110600
-4313958.337008,-4319078.724257,27593.937630,-48.043340,-47.958840,-0.112590
-4319087.950821,-4324214.475221,27626.747805,-48.074090,-48.043340,-0.115350
-4323718.160836,-4328850.200670,27656.363886,-48.095290,-48.074090,-0.116400
-4328652.191131,-4333790.115608,27687.924503,-48.074400,-48.095290,-0.115550
-4333937.824046,-4339081.922058,27721.734039,-48.165270,-48.074400,-0.115260
-4339417.337761,-4344567.924294,27756.783900,-48.265830,-48.165270,-0.115320
-4345912.152914,-4351070.445986,27798.327702,-48.373010,-48.265830,-0.114020
-4352475.875388,-4357642.008031,27840.312869,-48.428780,-48.373010,-0.112740
-4359148.120563,-4364322.195740,27882.991981,-48.462430,-48.428780,-0.112860
-4365422.796493,-4370604.305394,27923.127251,-48.507930,-48.462430,-0.114130
-4372336.933876,-4377526.601335,27967.352193,-48.603230,-48.507930,-0.115470
-4379521.706608,-4384719.893363,28013.308584,-48.710520,-48.603230,-0.116060
-4386834.360483,-4392041.247945,28060.083411,-48.790050,-48.710520,-0.116240
-4393349.587760,-4398564.196899,28101.757824,-48.888280,-48.790050,-0.116230
-4399217.807984,-4404439.421879,28139.293731,-48.941560,-48.888280,-0.115090
-4405079.598684,-4410308.172926,28176.788808,-48.995590,-48.941560,-0.114990
-4410651.109668,-4415886.305763,28212.426967,-49.038720,-48.995590,-0.115390
-4416229.122333,-4421470.920237,28248.106142,-49.101690,-49.038720,-0.116040
-4420926.055382,-4426173.411584,28278.149963,-49.181430,-49.101690,-0.116630
-4425817.378985,-4431070.539879,28309.436836,-49.261330,-49.181430,-0.114820
-4430633.991204,-4435892.902369,28340.246870,-49.313530,-49.261330,-0.114110
-4435540.817942,-4440805.599085,28371.633977,-49.310050,-49.313530,-0.114350
-4440655.100549,-4445925.901638,28404.346701,-49.365200,-49.310050,-0.114520
-4445660.330262,-4450937.065057,28436.362595,-49.423910,-49.365200,-0.115380
-4452117.766387,-4457402.137983,28477.666461,-49.510020,-49.423910,-0.114790
-4458726.355732,-4464018.572424,28519.938164,-49.601150,-49.510020,-0.115080
-4465682.562565,-4470983.070676,28564.432884,-49.647870,-49.601150,-0.115120
-4472004.812840,-4477312.789635,28604.872404,-49.738810,-49.647870,-0.116150
-4477883.242299,-4483198.213370,28642.472808,-49.806290,-49.738810,-0.116660
-4483951.286631,-4489273.453785,28681.286283,-49.886240,-49.806290,-0.117290
-4489739.574116,-4495068.641561,28718.310756,-49.930990,-49.886240,-0.117750
-4495510.250721,-4500846.155001,28755.222511,-49.991790,-49.930990,-0.117800
-4501140.988560,-4506483.574652,28791.239514,-50.052040,-49.991790,-0.117690
-4507015.979317,-4512365.528043,28828.818884,-50.125100,-50.052040,-0.117040
-4513010.134988,-4518366.803067,28867.160628,-50.191640,-50.125100,-0.116470
-4519388.541255,-4524752.777512,28907.960210,-50.262610,-50.191640,-0.116460
-4525713.433766,-4531085.186066,28948.417116,-50.324110,-50.262610,-0.116110
-4532353.475679,-4537733.100561,28990.889932,-50.392800,-50.324110,-0.115810
-4538342.228067,-4543728.948811,29029.196195,-50.478520,-50.392800,-0.115930
-4543908.016128,-4549301.354114,29064.797195,-50.546160,-50.478520,-0.117290
-4548928.792223,-4554328.077746,29096.911242,-50.634590,-50.546160,-0.117700
-4554144.580826,-4559550.111755,29130.273753,-50.660650,-50.634590,-0.118320
-4560051.549741,-4565464.090154,29168.057741,-50.694590,-50.660650,-0.118860
-4566737.749183,-4572158.221717,29210.826136,-50.726130,-50.694590,-0.118740
-4574473.472788,-4579903.065093,29260.308156,-50.826020,-50.726130,-0.118400
-4582251.150009,-4587689.952893,29310.058233,-50.942590,-50.826020,-0.115610
-4590227.075372,-4595675.325034,29361.076382,-51.082270,-50.942590,-0.113760
-4596468.894994,-4601924.598305,29401.002332,-51.179040,-51.082270,-0.114400
-4601514.189825,-4606975.934621,29433.273403,-51.214800,-51.179040,-0.115460
-4605316.316510,-4610782.576702,29457.592911,-51.258660,-51.214800,-0.117530
-4608434.281239,-4613904.292327,29477.536344,-51.243280,-51.258660,-0.117880
-4612268.624341,-4617743.141264,29502.062461,-51.276730,-51.243280,-0.117970
-4616228.450354,-4621707.645616,29527.391484,-51.335160,-51.276730,-0.117480
-4621438.035439,-4626923.415480,29560.714357,-51.385970,-51.335160,-0.116450
-4626594.538546,-4632086.012707,29593.697594,-51.470580,-51.385970,-0.116610
-4631113.608595,-4636610.471826,29622.603022,-51.523080,-51.470580,-0.117290
-4636215.172118,-4641718.081286,29655.234100,-51.589480,-51.523080,-0.119070
-4641352.046362,-4646861.089745,29688.091393,-51.620020,-51.589480,-0.120300
-4646821.838381,-4652337.381988,29723.078493,-51.635350,-51.620020,-0.119860
-4651413.384456,-4656934.311387,29752.447851,-51.724960,-51.635350,-0.119470
-4655280.188792,-4660805.703742,29777.181541,-51.811700,-51.724960,-0.119790
-4659837.757426,-4665368.696802,29806.333592,-51.887270,-51.811700,-0.119750
-4664360.774106,-4669897.149351,29835.265020,-51.895870,-51.887270,-0.119900
-4668837.053399,-4674378.761571,29863.898273,-51.877830,-51.895870,-0.120700
-4673716.011296,-4679263.436056,29895.105833,-51.940260,-51.877830,-0.119620
-4679159.937934,-4684713.801316,29929.928555,-52.026170,-51.940260,-0.119530
-4685193.172747,-4690754.192632,29968.519887,-52.112600,-52.026170,-0.118220
-4690113.803655,-4695680.655680,29999.994503,-52.212480,-52.112600,-0.117730
-4694588.764692,-4700160.975010,30028.618297,-52.261340,-52.212480,-0.117870
-4698744.434812,-4704321.612433,30055.199289,-52.280590,-52.261340,-0.118430
-4702316.503692,-4707897.944878,30078.047676,-52.268120,-52.280590,-0.120320
-4706085.114036,-4711670.966930,30102.152472,-52.323510,-52.268120,-0.121700
-4710181.389808,-4715772.094822,30128.354050,-52.387640,-52.323510,-0.122020
-4715694.029818,-4721291.277872,30163.616031,-52.450350,-52.387640,-0.120550
-4721007.030134,-4726610.588975,30197.601523,-52.512670,-52.450350,-0.118420
-4725500.695669,-4731109.600818,30226.346142,-52.555160,-52.512670,-0.117260
-4729974.993090,-4735589.174887,30254.965874,-52.638140,-52.555160,-0.116950
-4734626.815566,-4740246.559960,30284.721027,-52.680420,-52.638140,-0.117270
-4740269.344977,-4745895.814060,30320.813432,-52.689020,-52.680420,-0.118310
-4746204.318274,-4751837.786582,30358.775771,-52.749360,-52.689020,-0.118790
-4752492.202477,-4758133.117300,30398.996133,-52.822400,-52.749360,-0.118780
-4759049.443161,-4764698.106899,30440.939072,-52.932130,-52.822400,-0.117530
-4765087.370443,-4770743.208565,30479.560656,-53.033690,-52.932130,-0.116900
-4770455.014242,-4776117.259227,30513.894563,-53.100530,-53.033690,-0.117110
-4775029.844610,-4780697.557732,30543.157029,-53.126600,-53.100530,-0.117850
-4778919.259493,-4784591.591618,30568.034950,-53.152780,-53.126600,-0.118570
-4782262.240714,-4787938.536926,30589.417694,-53.180400,-53.152780,-0.118860
-4786288.527350,-4791969.575602,30615.171158,-53.236200,-53.180400,-0.119270
-4791004.164209,-4796690.813828,30645.334461,-53.291030,-53.236200,-0.120470
-4796540.420319,-4802233.658685,30680.747166,-53.322130,-53.291030,-0.120820
-4802148.998032,-4807848.856905,30716.622356,-53.395130,-53.322130,-0.119460
-4807985.935492,-4813692.718935,30753.958862,-53.468250,-53.395130,-0.117890
-4814985.585092,-4820700.670229,30798.732247,-53.551220,-53.468250,-0.116670
-4821789.501159,-4827512.684053,30842.253067,-53.611120,-53.551220,-0.117240
-4828618.709115,-4834349.983398,30885.935294,-53.681110,-53.611120,-0.119260
-4834728.082375,-4840466.579105,30925.011924,-53.789480,-53.681110,-0.120030
-4839328.784211,-4845072.783415,30954.440006,-53.846970,-53.789480,-0.121480
-4842971.778306,-4848720.086772,30977.741630,-53.923270,-53.846970,-0.120910
-4845349.305689,-4851100.483648,30992.949807,-53.956180,-53.923270,-0.120260
-4848660.446748,-4854415.616286,31014.130786,-53.918360,-53.956180,-0.120060
-4853127.194755,-4858887.630573,31042.702254,-53.925190,-53.918360,-0.118520
-4857636.143363,-4863401.906948,31071.544371,-53.949110,-53.925190,-0.118440
-4862898.543469,-4868670.456824,31105.203915,-54.070150,-53.949110,-0.118380
-4867911.451836,-4873689.295762,31137.267796,-54.219760,-54.070150,-0.120010
-4873336.281190,-4879120.666301,31171.966965,-54.257110,-54.219760,-0.121390
-4877925.577323,-4883715.442346,31201.321819,-54.267660,-54.257110,-0.121740
-4881589.544013,-4887383.771023,31224.758543,-54.258990,-54.267660,-0.121330
-4885962.291451,-4891761.654754,31252.728599,-54.310270,-54.258990,-0.120460
-4890189.588426,-4895993.953237,31279.768507,-54.375070,-54.310270,-0.120950
-4894801.268616,-4900611.081522,31309.266599,-54.463740,-54.375070,-0.121910
-4898858.918371,-4904673.558632,31335.220755,-54.548910,-54.463740,-0.121700
-4903114.738826,-4908934.504182,31362.443526,-54.550730,-54.548910,-0.120630
-4907647.255459,-4913472.392872,31391.435935,-54.567760,-54.550730,-0.119460
-4912159.659214,-4917990.151219,31420.299596,-54.580620,-54.567760,-0.120160
-4917022.945513,-4922859.147715,31451.406745,-54.658430,-54.580620,-0.122280
-4922292.237737,-4928134.664595,31485.110392,-54.765920,-54.658430,-0.122880
-4928171.193178,-4934020.624754,31522.714830,-54.849940,-54.765920,-0.121880
-4933120.744344,-4938976.104331,31554.375024,-54.875030,-54.849940,-0.120790
-4937250.187603,-4943110.431867,31580.789276,-54.917600,-54.875030,-0.121520
-4940292.048016,-4946155.896312,31600.246248,-54.973020,-54.917600,-0.122060
-4944082.360655,-4949950.736470,31624.491115,-54.989810,-54.973020,-0.121410
-4948378.696883,-4954252.147336,31651.972804,-55.043340,-54.989810,-0.120180
-4953106.845436,-4958985.939939,31682.216865,-55.053490,-55.043340,-0.119580
-4958448.661988,-4964334.040087,31716.385326,-55.128310,-55.053490,-0.119950
-4963424.594916,-4969315.873894,31748.212996,-55.204820,-55.128310,-0.120650
-4968961.946095,-4974859.792473,31783.631826,-55.288040,-55.204820,-0.121940
-4973862.495937,-4979766.185928,31814.977511,-55.345610,-55.288040,-0.122490
-4978504.148848,-4984413.372526,31844.667755,-55.374220,-55.345610,-0.122040
-4983010.354063,-4988924.912122,31873.491840,-55.422690,-55.374220,-0.121230
-4987485.269415,-4993405.151638,31902.115886,-55.454480,-55.422690,-0.121370
-4992281.517141,-4998207.064675,31932.795171,-55.514580,-55.454480,-0.121700
-4996891.016434,-5002822.022125,31962.278930,-55.590350,-55.514580,-0.120400
-5001004.377499,-5006940.284288,31988.590278,-55.644570,-55.590350,-0.120520
-5005009.215260,-5010949.879298,32014.206084,-55.695550,-55.644570,-0.120430
-5008604.349749,-5014549.303679,32037.201780,-55.727500,-55.695550,-0.122820
-5012496.680715,-5018446.278135,32062.098204,-55.728740,-55.727500,-0.124580
-5016698.537010,-5022653.079118,32088.974371,-55.779610,-55.728740,-0.124400
-5021218.496430,-5027178.400883,32117.886526,-55.828930,-55.779610,-0.124100
-5026788.120572,-5032754.612764,32153.512544,-55.903070,-55.828930,-0.123120
-5032250.621014,-5038223.600892,32188.453382,-55.974780,-55.903070,-0.122760
-5037661.081719,-5043640.495890,32223.061201,-56.029820,-55.974780,-0.123180
-5042621.713502,-5048607.004380,32254.790979,-56.101130,-56.029820,-0.123140
-5047101.765931,-5053092.399487,32283.447206,-56.143890,-56.101130,-0.124000
-5051628.298324,-5057624.303224,32312.400681,-56.189180,-56.143890,-0.125300
-5055633.845780,-5061634.607936,32338.021763,-56.232650,-56.189180,-0.125560
-5059832.669320,-5065838.414912,32364.879877,-56.273310,-56.232650,-0.124810
-5063933.275880,-5069943.875343,32391.109781,-56.332410,-56.273310,-0.123220
-5068075.829594,-5074091.363160,32417.608402,-56.368800,-56.332410,-0.122330
-5072368.369105,-5078388.981843,32445.065558,-56.425900,-56.368800,-0.121870
-5076895.924252,-5082921.926515,32474.025982,-56.464190,-56.425900,-0.122170
-5081949.782098,-5087981.777371,32506.352458,-56.510490,-56.464190,-0.122860
-5086650.187914,-5092687.757244,32536.418149,-56.559520,-56.510490,-0.123730
-5091366.171359,-5097409.313402,32566.583167,-56.634370,-56.559520,-0.123670
-5095474.410821,-5101522.435695,32592.861174,-56.705540,-56.634370,-0.123010
-5099621.706839,-5105674.686210,32619.389120,-56.739260,-56.705540,-0.122710
-5103339.293117,-5109396.687339,32643.168428,-56.777620,-56.739260,-0.123840
-5107002.150792,-5113063.916961,32666.597390,-56.783880,-56.777620,-0.125080
-5111424.851013,-5117491.827829,32694.886759,-56.835360,-56.783880,-0.125640
-5116411.370354,-5122484.267031,32726.783058,-56.882980,-56.835360,-0.124220
-5122108.236375,-5128187.876126,32763.223386,-56.949310,-56.882980,-0.123170
-5127528.090450,-5133614.145637,32797.891750,-57.034310,-56.949310,-0.123370
-5132227.250967,-5138318.892197,32827.949505,-57.111100,-57.034310,-0.123070
-5135882.322148,-5141978.323059,32851.329190,-57.165120,-57.111100,-0.123230
-5139432.372237,-5145532.608883,32874.037012,-57.198790,-57.165120,-0.122900
-5143590.163891,-5149695.372120,32900.632487,-57.196860,-57.198790,-0.122410
-5148456.762364,-5154567.743234,32931.761750,-57.194050,-57.196860,-0.122410
-5153541.921714,-5159658.861752,32964.287922,-57.271330,-57.194050,-0.122700
-5158383.389831,-5164506.038106,32995.255025,-57.387350,-57.271330,-0.124160
-5162943.963871,-5169072.039807,33024.425344,-57.488310,-57.387350,-0.125780
-5167014.767472,-5173147.729761,33050.463081,-57.536050,-57.488310,-0.126300
-5170593.875985,-5176731.150979,33073.356891,-57.518000,-57.536050,-0.126420
-5173955.548948,-5180096.814776,33094.859702,-57.496900,-57.518000,-0.126200
-5177523.201545,-5183668.639722,33117.680016,-57.540400,-57.496900,-0.127270
-5181820.356614,-5187970.854371,33145.166427,-57.625460,-57.540400,-0.127750
-5186857.997338,-5193014.472671,33177.389625,-57.712050,-57.625460,-0.127040
-5191715.477210,-5197877.742525,33208.461514,-57.774710,-57.712050,-0.126040
-5196037.942969,-5202205.367745,33236.110878,-57.806980,-57.774710,-0.123420
-5199855.063185,-5206027.023630,33260.527889,-57.835190,-57.806980,-0.121930
-5203062.862483,-5209238.625659,33281.046498,-57.867840,-57.835190,-0.122120
-5206639.434923,-5212819.428030,33303.922949,-57.914760,-57.867840,-0.123860
-5210359.619872,-5216544.028286,33327.717923,-57.966740,-57.914760,-0.126350
-5214439.940776,-5220629.215826,33353.816729,-57.987900,-57.966740,-0.126990
-5218030.914304,-5224224.424047,33376.785876,-58.043840,-57.987900,-0.126130
-5221502.702103,-5227700.343919,33398.993301,-58.081820,-58.043840,-0.125400
-5225494.595759,-5231696.964835,33424.527064,-58.138300,-58.081820,-0.125630
-5229929.990883,-5236137.658725,33452.897928,-58.153540,-58.138300,-0.126620
-5234508.109252,-5240721.186403,33482.180856,-58.198450,-58.153540,-0.127250
-5238898.995790,-5245117.269888,33510.266845,-58.253170,-58.198450,-0.128140
-5243978.287411,-5250202.565032,33542.755638,-58.339620,-58.253170,-0.127460
-5248619.342150,-5254849.165259,33572.442353,-58.385500,-58.339620,-0.127400
-5252669.739772,-5258904.368551,33598.350538,-58.431360,-58.385500,-0.127400
-5255531.165761,-5261769.182091,33616.653213,-58.491540,-58.431360,-0.127560
-5258544.492856,-5264786.123950,33635.928242,-58.508460,-58.491540,-0.128040
-5261950.158222,-5268195.837420,33657.712467,-58.524100,-58.508460,-0.127440
-5265183.155801,-5271432.676670,33678.392834,-58.530590,-58.524100,-0.127040
-5269110.182091,-5275364.315951,33703.511685,-58.587910,-58.530590,-0.126210
-5273049.810767,-5279308.610065,33728.711077,-58.658490,-58.587910,-0.126250
-5277309.472504,-5283573.343571,33755.957178,-58.707460,-58.658490,-0.127440
-5281474.597237,-5287743.405774,33782.598202,-58.769370,-58.707460,-0.128890
-5285920.022428,-5292194.148223,33811.032532,-58.785680,-58.769370,-0.129870
-5291246.466304,-5297526.905350,33845.102825,-58.812730,-58.785680,-0.130610
-5296305.517954,-5302591.937170,33877.462688,-58.864190,-58.812730,-0.130190
-5301377.325709,-5307669.725135,33909.904285,-58.953320,-58.864190,-0.129820
-5306313.213896,-5312611.457206,33941.476252,-59.062910,-58.953320,-0.129180
-5311310.390885,-5317614.626733,33973.440409,-59.106970,-59.062910,-0.128750
-5315600.636016,-5321909.992586,34000.882795,-59.124130,-59.106970,-0.129870
-5319183.837169,-5325497.443185,34023.801806,-59.141660,-59.124130,-0.131270
